,,,2017a,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60,_61,_62,_63,_64,_65,_66,_67,_68,_69,_70,_71,_72,_73,_74,_75,_76,_77,_78,_79,_80,_81,_82,_83,_84,_85,_86,_87,_88,_89,_90,_91,_92,_93,_94,_95,_96,_97,_98,_99,_100,_101,_102,_103,_104,_105,_106,_107,_108,_109,_110,_111,_112,_113,_114,_115,_116
1134,C04E,S,DSC01134.JPG,2/27/2019 10:30,2018:07:24 17:13:23,2018:07:24 17:13:23,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9156542.4,0.877,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,1.84,1.79,4.68,4.97,4.56,7.08,4.99,1.44,5.2,5.38,5.23,8.04,5.59,1.44,20,0.9,0.92,0.87,0.88,0.89,1,,,,,,0,0,0,0,4.99,5.201,5.378,5.232,8.037,5.591,,,,,0.0117,0.0135,0.0119,40.95,6.14,47.09,0.48,0.08,0.56,,,,,,,,,,,
1135,C04E,W,DSC01135.JPG,2/27/2019 10:30,2018:07:24 17:14:07,2018:07:24 17:14:07,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8238924,0.789,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.79,4.03,3.89,3.47,3.07,3.76,3.08,11.34,4.12,4.03,3.76,4.77,3.77,9.18,0,0.94,0.86,0.82,0.79,0.82,1,,,,,,0,0,0,0,3.078,4.118,4.025,3.759,4.775,3.773,,,,,0.0361,0.0532,0.0384,40.95,6.14,47.09,1.48,0.33,1.81,,,,,,,,,,,
1137,C04W,C,DSC01137.JPG,2/27/2019 10:30,2018:07:24 17:15:35,2018:07:24 17:15:35,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8018424,0.768,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.43,3.6,3.81,3.61,3.19,4.13,3.29,9.72,4.74,3.99,3.7,4.89,3.84,10.08,1,0.81,0.9,0.86,0.84,0.86,1,,,,,,0,0,0,0,3.287,4.736,3.994,3.696,4.891,3.835,,,,,0.0138,0.0445,0.0178,40.95,6.14,47.09,0.56,0.27,0.84,,,,,,,,,,,
1138,C04W,N,DSC01138.JPG,2/27/2019 10:30,2018:07:24 17:16:17,2018:07:24 17:16:17,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7624169.4,0.73,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.61,3.94,3.04,3.55,3.21,3.41,2.98,12.6,4.43,4.01,3.76,4.05,3.5,12.24,0,0.69,0.89,0.86,0.84,0.85,1,,,,,,0,0,0,0,2.983,4.43,4.013,3.756,4.052,3.497,,,,,0.0566,0.0617,0.0572,40.95,6.14,47.09,2.32,0.38,2.7,,,,,,,,,,,
1139,C04W,E,DSC01139.JPG,2/27/2019 10:31,2018:07:24 17:16:54,2018:07:24 17:16:54,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8960988,0.858,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.03,2.02,4.06,4.52,4.14,5.97,4.41,3.78,4.77,5.45,5.25,7.78,5.57,1.44,22,0.85,0.83,0.79,0.77,0.79,1,,,,,,0,0,0,0,4.411,4.774,5.453,5.246,7.781,5.57,,,,,0.0273,0.018,0.0261,40.95,6.14,47.09,1.12,0.11,1.23,,,,,,,,,,,
1140,C04W,S,DSC01140.JPG,2/27/2019 10:31,2018:07:24 17:17:27,2018:07:24 17:17:27,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8168355.9,0.782,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.07,4.26,3.35,3.38,3.11,4.29,3.34,10.26,4.2,3.82,3.63,5.16,3.96,9.36,4,0.8,0.89,0.86,0.83,0.84,1,,,,,,0,0,0,0,3.345,4.203,3.822,3.63,5.158,3.959,,,,,0.0257,0.0494,0.0288,40.95,6.14,47.09,1.05,0.3,1.36,,,,,,,,,,,
1141,C04W,W,DSC01141.JPG,2/27/2019 10:31,2018:07:24 17:18:15,2018:07:24 17:18:15,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9086177.2,0.87,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.18,2.28,3.23,4.15,3.86,5.82,4.38,5.22,5.58,4.88,4.81,7.14,5.31,3.96,15,0.58,0.85,0.8,0.81,0.83,1,,,,,,0,0,0,0,4.383,5.576,4.878,4.81,7.142,5.308,,,,,0.019,0.0269,0.02,40.95,6.14,47.09,0.78,0.17,0.94,,,,,,,,,,,
1143,C03E,C,DSC01143.JPG,2/27/2019 10:31,2018:07:24 17:22:42,2018:07:24 17:22:42,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7746310.6,0.742,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.87,4.2,3.49,3.33,3,3.67,3.09,12.42,4.25,4.01,3.75,4.72,3.85,11.16,1,0.82,0.83,0.8,0.78,0.8,1,,,,,,0,0,0,0,3.094,4.246,4.013,3.746,4.715,3.852,,,,,0.1134,0.0605,0.1065,40.95,6.14,47.09,4.65,0.37,5.02,,,,,,,,,,,
1144,C03E,N,DSC01144.JPG,2/27/2019 10:31,2018:07:24 17:23:30,2018:07:24 17:23:30,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7760328.4,0.743,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.89,4.16,4.11,3.48,3.07,4.13,3.29,9.54,4.9,4.34,4.23,5.7,4.4,8.64,7,0.84,0.8,0.72,0.73,0.75,1,,,,,,0,0,0,0,3.291,4.902,4.339,4.234,5.696,4.401,,,,,0.0485,0.0561,0.0495,40.95,6.14,47.09,1.98,0.34,2.33,,,,,,,,,,,
1145,C03E,E,DSC01145.JPG,2/27/2019 10:31,2018:07:24 17:24:02,2018:07:24 17:24:02,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7612924.7,0.729,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.56,4.78,2.63,3.31,2.97,3.93,3.1,10.62,3.59,3.68,3.46,4.58,3.61,9.9,1,0.73,0.9,0.86,0.86,0.86,1,,,,,,0,0,0,0,3.101,3.595,3.679,3.456,4.582,3.611,,,,,0.0349,0.0569,0.0377,40.95,6.14,47.09,1.43,0.35,1.78,,,,,,,,,,,
1146,C03E,S,DSC01146.JPG,2/27/2019 10:32,2018:07:24 17:24:57,2018:07:24 17:24:57,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7362249.6,0.705,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.88,3.17,4.08,3.76,3.38,4.01,3.39,11.34,5.5,4.21,3.98,4.76,3.98,10.98,1,0.74,0.89,0.85,0.84,0.85,1,,,,,,0,0,0,0,3.392,5.505,4.206,3.98,4.758,3.975,,,,,0.0391,0.05,0.0405,40.95,6.14,47.09,1.6,0.31,1.91,,,,,,,,,,,
1147,C03E,W,DSC01147.JPG,2/27/2019 10:32,2018:07:24 17:26:08,2018:07:24 17:26:08,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7233973.8,0.693,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.19,4.89,4.69,3.85,3.36,3.32,3.21,15.66,5.25,4.56,4.4,4.41,4.08,14.04,5,0.89,0.84,0.76,0.75,0.79,1,,,,,,0,0,0,0,3.214,5.245,4.56,4.396,4.409,4.085,,,,,0.0174,0.0988,0.028,40.95,6.14,47.09,0.71,0.61,1.32,,,,,,,,,,,
1149,C03W,C,DSC01149.JPG,2/27/2019 10:32,2018:07:24 17:27:53,2018:07:24 17:27:53,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8446515.3,0.809,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.61,2.68,3.29,4.11,3.7,5.33,4.01,5.04,3.79,4.4,4.14,6.25,4.59,4.68,8,0.87,0.93,0.89,0.85,0.87,1,,,,,,0,0,0,0,4.005,3.789,4.397,4.144,6.246,4.59,,,,,0.0197,0.0287,0.0208,40.95,6.14,47.09,0.8,0.18,0.98,,,,,,,,,,,
1150,C03W,N,DSC01150.JPG,2/27/2019 10:32,2018:07:24 17:28:27,2018:07:24 17:28:27,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7137051.3,0.684,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.92,4.31,4.12,3.4,3,3.66,3.09,12.6,4.89,3.81,3.55,4.67,3.78,9.9,2,0.84,0.89,0.85,0.78,0.82,1,,,,,,0,0,0,0,3.091,4.892,3.813,3.554,4.667,3.777,,,,,0.0779,0.0667,0.0764,40.95,6.14,47.09,3.19,0.41,3.6,,,,,,,,,,,
1151,C03W,E,DSC01151.JPG,2/27/2019 10:32,2018:07:24 17:29:29,2018:07:24 17:29:29,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8386512.5,0.803,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.65,2.79,3.77,3.86,3.47,4.66,3.68,7.74,4.17,4.23,3.99,5.74,4.4,6.66,8,0.91,0.91,0.87,0.81,0.84,1,,,,,,0,0,0,0,3.68,4.166,4.235,3.99,5.74,4.401,,,,,0.0274,0.0348,0.0284,40.95,6.14,47.09,1.12,0.21,1.34,,,,,,,,,,,
1152,C03W,S,DSC01152.JPG,2/27/2019 10:33,2018:07:24 17:30:09,2018:07:24 17:30:09,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8417764.9,0.806,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.2,3.32,3.46,3.7,3.34,4.38,3.43,8.1,4.02,4.06,3.84,5.49,4.13,6.3,7,0.86,0.91,0.87,0.8,0.83,1,,,,,,0,0,0,0,3.433,4.025,4.056,3.844,5.495,4.125,,,,,0.0588,0.0374,0.056,40.95,6.14,47.09,2.41,0.23,2.64,,,,,,,,,,,
1153,C03W,W,DSC01153.JPG,2/27/2019 10:33,2018:07:24 17:30:54,2018:07:24 17:30:54,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8888520.8,0.851,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,1.77,1.83,4.4,4.34,3.93,4.91,3.91,7.56,5.6,4.77,4.53,5.85,4.55,6.48,2,0.79,0.91,0.87,0.84,0.86,1,,,,,,0,0,0,0,3.915,5.6,4.769,4.531,5.845,4.551,,,,,0.0148,0.0211,0.0156,40.95,6.14,47.09,0.61,0.13,0.74,,,,,,,,,,,
1156,C02E,C,DSC01156.JPG,2/27/2019 10:33,2018:07:24 17:36:00,2018:07:24 17:36:00,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8513743.2,0.816,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.09,3.16,3.63,3.9,3.56,4.61,3.57,7.92,5.07,4.67,4.55,6.05,4.6,8.64,6,0.72,0.83,0.78,0.76,0.78,1,,,,,,0,0,0,0,3.571,5.075,4.669,4.551,6.053,4.605,,,,,0.0283,0.033,0.0289,40.95,6.14,47.09,1.16,0.2,1.36,,,,,,,,,,,
1157,C02E,N,DSC01157.JPG,2/27/2019 10:33,2018:07:24 17:36:46,2018:07:24 17:36:46,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,NormalProg -1.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7606250.2,0.729,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.71,4.04,3.36,3.44,3.04,3.45,2.96,13.86,3.88,3.87,3.68,4.21,3.6,14.94,2,0.86,0.89,0.83,0.82,0.82,1,,,,,,0,0,0,0,2.961,3.884,3.869,3.675,4.21,3.602,,,,,0.042,0.0599,0.0443,40.95,6.14,47.09,1.72,0.37,2.09,,,,,,,,,,,
